Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","New Zealand","NZL","78.6365853658537","78.6926829268293","78.8463414634146","79.1463414634146","79.5487804878049","79.8512195121951","80.0487804878049","80.1512195121951","80.3512195121951","80.7024390243902","80.7024390243902","80.9048780487805","81.1560975609756","81.4073170731707","81.4048780487805","81.4568292682927","81.6124390243903","81.6585365853659","81.8585365853659","81.7073170731707","82.0560975609756"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Nicaragua","NIC","69.527","69.934","70.308","70.64","70.933","71.195","71.436","71.673","71.915","72.167","72.428","72.692","72.951","73.197","73.429","73.649","73.86","74.068","74.275","74.485","74.697"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Niger","NER","49.928","50.584","51.256","51.95","52.668","53.411","54.18","54.968","55.764","56.557","57.333","58.081","58.79","59.455","60.07","60.631","61.137","61.599","62.024","62.42","62.792"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Nigeria","NGA","46.267","46.51","46.835","47.242","47.72","48.252","48.812","49.373","49.913","50.422","50.896","51.346","51.786","52.228","52.672","53.112","53.541","53.95","54.332","54.687","55.018"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","North Macedonia","MKD","72.9463414634147","73.4365853658537","73.0390243902439","73.2414634146342","73.5975609756098","73.6975609756098","73.8951219512195","73.8","74.4","74.4463414634146","74.9975609756098","75.1","74.9024390243903","75.4","75.4512195121951","75.4024390243902","75.4","75.9536585365854","76.6487804878049","76.6024390243903","75.6931707317073"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Northern Mariana Islands","MNP","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Norway","NOR","78.6341463414634","78.7853658536585","78.9878048780488","79.390243902439","79.8414634146342","80.0414634146342","80.3439024390244","80.3951219512195","80.5926829268293","80.7951219512195","80.9975609756098","81.2951219512195","81.4512195121951","81.7512195121951","82.1","82.3048780487805","82.4073170731707","82.609756097561","82.7585365853659","82.9585365853659","83.209756097561"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Oman","OMN","72.126","72.58","73.022","73.447","73.851","74.23","74.577","74.893","75.179","75.44","75.682","75.916","76.149","76.388","76.634","76.887","77.142","77.393","77.633","77.861","78.078"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Pakistan","PAK","62.82","63.066","63.3","63.522","63.736","63.951","64.176","64.42","64.685","64.969","65.264","65.562","65.849","66.117","66.36","66.577","66.77","66.947","67.114","67.273","67.428"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Palau","PLW","70.4936585365854","NA","NA","NA","NA","69.1292682926829","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Panama","PAN","75.06","75.233","75.401","75.565","75.728","75.892","76.06","76.234","76.414","76.6","76.792","76.989","77.188","77.386","77.583","77.776","77.964","78.149","78.329","78.506","78.68"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Papua New Guinea","PNG","59.265","59.487","59.722","59.974","60.245","60.534","60.836","61.141","61.442","61.739","62.029","62.316","62.604","62.892","63.181","63.466","63.744","64.01","64.263","64.501","64.725"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Peru","PER","71.111","71.505","71.882","72.24","72.581","72.908","73.222","73.528","73.826","74.12","74.41","74.697","74.981","75.258","75.529","75.792","76.044","76.286","76.516","76.736","76.947"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Philippines","PHL","68.793","68.835","68.88","68.937","69.013","69.112","69.233","69.37","69.515","69.667","69.823","69.984","70.149","70.315","70.481","70.644","70.802","70.952","71.095","71.231","71.36"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Poland","POL","73.7487804878049","74.2","74.4975609756098","74.5975609756098","74.8463414634146","74.9951219512195","75.1439024390244","75.2439024390244","75.5439024390244","75.6951219512195","76.2463414634146","76.6951219512195","76.7463414634146","77","77.6024390243903","77.4512195121951","77.8512195121951","77.7536585365854","77.6024390243903","77.9048780487805","76.6"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Portugal","PRT","76.3146341463415","76.8146341463415","77.0658536585366","77.219512195122","77.6707317073171","78.0707317073171","78.419512195122","78.3219512195122","78.5243902439025","78.7268292682927","79.0268292682927","80.4707317073171","80.3731707317073","80.7219512195122","81.1219512195122","81.1243902439025","81.1243902439025","81.4243902439025","81.3243902439024","81.6756097560976","80.9756097560976"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Puerto Rico","PRI","76.6892682926829","77.0668292682927","77.7604878048781","78.0712195121951","78.1758536585366","78.2960975609756","78.4163414634146","78.4258536585366","77.9629268292683","78.191","78.4190975609756","78.6406585365854","78.8475853658537","79.0343414634146","79.2024634146342","79.353487804878","79.4949756097561","79.6345365853659","79.7781951219512","79.928512195122","80.0874634146342"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Qatar","QAT","77.467","77.612","77.762","77.919","78.083","78.252","78.425","78.601","78.775","78.945","79.108","79.26","79.399","79.527","79.646","79.758","79.868","79.981","80.1","80.227","80.363"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Russian Federation","RUS","65.4836585365854","65.3834146341463","65.1287804878049","65.0275609756098","65.4709756097561","65.529756097561","66.7275609756098","67.5868292682927","67.9492682926829","68.6846341463415","68.8412195121951","69.6839024390244","70.0721951219512","70.5787804878049","70.7436585365854","71.1834146341463","71.6512195121951","72.4514634146342","72.6621951219512","73.0839024390244","71.3387804878049"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Rwanda","RWA","48.649","49.936","50.987","52.178","53.595","55.254","57.083","58.915","60.612","62.129","63.433","64.523","65.438","66.219","66.884","67.45","67.93","68.341","68.7","69.024","69.329"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Samoa","WSM","68.748","69.103","69.451","69.781","70.089","70.374","70.642","70.901","71.158","71.412","71.663","71.906","72.136","72.351","72.549","72.73","72.895","73.046","73.187","73.321","73.45"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","San Marino","SMR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Sao Tome and Principe","STP","61.365","62.017","62.687","63.359","64.02","64.659","65.27","65.854","66.412","66.938","67.43","67.885","68.306","68.695","69.052","69.377","69.67","69.933","70.17","70.385","70.583"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Saudi Arabia","SAU","72.561","72.759","72.92","73.051","73.159","73.256","73.355","73.467","73.598","73.75","73.917","74.089","74.254","74.402","74.533","74.651","74.761","74.874","74.998","75.133","75.28"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Senegal","SEN","57.787","58.177","58.675","59.259","59.912","60.62","61.365","62.126","62.88","63.607","64.284","64.898","65.448","65.939","66.37","66.747","67.078","67.38","67.665","67.941","68.213"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Serbia","SRB","71.5829268292683","72.2341463414634","72.2853658536585","72.4365853658537","72.6829268292683","72.8341463414634","73.3853658536585","73.6317073170732","73.8853658536585","73.9853658536585","74.3365853658537","74.5365853658537","74.8365853658537","75.1853658536585","75.3365853658537","75.2878048780488","75.6878048780488","75.5390243902439","75.890243902439","75.9365853658537","74.2292682926829"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Seychelles","SYC","72.7780487804878","73.2536585365854","71.0878048780488","71.0292682926829","72.6609756097561","72.1317073170732","72.2170731707317","73.1439024390244","73.1634146341463","73.0829268292683","73.1975609756098","72.7243902439024","74.2756097560976","73.119512195122","73.2292682926829","74.2951219512195","74.309756097561","74.3","72.8414634146341","74.0463414634146","77.2365853658537"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Sierra Leone","SLE","39.441","40.369","41.376","42.419","43.467","44.502","45.517","46.52","47.508","48.468","49.382","50.234","51.018","51.731","52.372","52.941","53.444","53.895","54.309","54.696","55.066"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Singapore","SGP","77.9512195121951","78.2512195121951","78.5512195121951","79.0390243902439","79.490243902439","79.990243902439","80.1414634146341","80.4414634146342","80.790243902439","81.2414634146342","81.5414634146342","81.7439024390244","81.9951219512195","82.2463414634147","82.4951219512195","82.7439024390244","82.8463414634146","83.0951219512195","83.2975609756098","83.5951219512195","83.7439024390244"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Sint Maarten (Dutch part)","SXM","NA","NA","NA","NA","NA","NA","NA","74.5439024390244","74.5365853658537","75.5878048780488","NA","NA","73.0536585365854","NA","77.0682926829268","77.219512195122","78.2926829268293","NA","NA","NA","NA"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Slovak Republic","SVK","73.0512195121951","73.4024390243903","73.6048780487805","73.6048780487805","73.9585365853659","73.9048780487805","74.2048780487805","74.2073170731707","74.7048780487805","74.909756097561","75.1121951219512","75.9585365853659","76.109756097561","76.4121951219512","76.8121951219512","76.5634146341463","77.1658536585366","77.1658536585366","77.2658536585366","77.6658536585366","76.8658536585366"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Slovenia","SVN","75.4121951219512","75.7585365853659","76.0073170731707","76.8585365853659","77.2073170731707","77.6121951219512","78.0865853658537","78.5609756097561","78.7658536585366","78.9707317073171","79.4219512195122","79.9707317073171","80.1243902439024","80.3219512195122","81.0780487804878","80.7756097560976","81.1756097560976","81.0292682926829","81.3780487804878","81.5292682926829","80.5317073170732"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Solomon Islands","SLB","67.442","67.816","68.175","68.518","68.845","69.158","69.462","69.762","70.063","70.366","70.674","70.985","71.296","71.601","71.896","72.173","72.424","72.645","72.835","72.996","73.132"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Somalia","SOM","50.869","51.213","51.492","51.762","52.043","52.346","52.669","52.998","53.326","53.654","53.99","54.342","54.713","55.104","55.509","55.92","56.324","56.709","57.068","57.397","57.697"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","South Africa","ZAF","56.048","55.089","54.31","53.749","53.444","53.447","53.795","54.452","55.36","56.46","57.669","58.895","60.06","61.099","61.968","62.649","63.153","63.538","63.857","64.131","64.379"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","South Sudan","SSD","49.166","49.592","50.05","50.55","51.095","51.686","52.315","52.96","53.6","54.219","54.8","55.325","55.791","56.2","56.552","56.855","57.12","57.365","57.604","57.846","58.095"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Spain","ESP","78.9658536585366","79.3682926829268","79.5682926829268","79.619512195122","79.8707317073171","80.1707317073171","80.8219512195122","80.8731707317073","81.1756097560976","81.4756097560976","81.6268292682927","82.4756097560976","82.4268292682927","83.0780487804878","83.2292682926829","82.8317073170732","83.3292682926829","83.2829268292683","83.4317073170732","83.8317073170732","82.3341463414634"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Sri Lanka","LKA","71.333","72.233","73.085","73.799","74.337","74.695","74.904","75.037","75.157","75.286","75.439","75.614","75.796","75.974","76.147","76.316","76.482","76.648","76.812","76.978","77.144"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","St. Kitts and Nevis","KNA","NA","NA","71.3365853658537","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","St. Lucia","LCA","73.319","73.486","73.648","73.808","73.966","74.122","74.276","74.426","74.571","74.712","74.852","74.993","75.138","75.286","75.44","75.596","75.752","75.907","76.057","76.203","76.343"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","St. Martin (French part)","MAF","76.8731707317073","76.9731707317073","77.1731707317073","77.3731707317073","77.5219512195122","77.6731707317073","77.8731707317073","78.0219512195122","78.2219512195122","78.3731707317073","78.5219512195122","78.7219512195122","78.8731707317073","79.0219512195122","79.1731707317073","79.3219512195122","79.5219512195122","79.6219512195122","79.8219512195122","79.9731707317073","80.1219512195122"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Sudan","SDN","58.472","58.859","59.258","59.67","60.092","60.525","60.969","61.422","61.879","62.33","62.764","63.171","63.542","63.875","64.169","64.429","64.663","64.881","65.095","65.311","65.53"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Suriname","SUR","67.822","67.913","68.064","68.28","68.555","68.877","69.227","69.579","69.91","70.209","70.465","70.676","70.851","71.002","71.133","71.249","71.358","71.463","71.57","71.682","71.802"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Sweden","SWE","79.6439024390244","79.7951219512195","79.8463414634146","80.0951219512195","80.4975609756098","80.5463414634146","80.7487804878049","80.9","81.1","81.3512195121951","81.4512195121951","81.8024390243903","81.7048780487805","81.9560975609756","82.2536585365854","82.2048780487805","82.3073170731707","82.409756097561","82.5585365853659","83.109756097561","82.4073170731707"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Switzerland","CHE","79.6804878048781","80.1804878048781","80.3853658536585","80.5365853658537","81.0878048780488","81.2365853658537","81.490243902439","81.7414634146342","81.9926829268293","82.0439024390244","82.2463414634147","82.6951219512195","82.6975609756098","82.7975609756098","83.1975609756098","82.8975609756098","83.6024390243903","83.5512195121951","83.7536585365854","83.9048780487805","83.1"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Tajikistan","TJK","61.974","62.807","63.653","64.496","65.314","66.08","66.771","67.382","67.911","68.36","68.736","69.055","69.34","69.609","69.874","70.137","70.397","70.647","70.879","71.097","71.301"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Tanzania","TZA","50.801","51.444","52.142","52.866","53.602","54.349","55.119","55.926","56.777","57.666","58.584","59.525","60.47","61.398","62.288","63.111","63.844","64.479","65.015","65.456","65.815"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Thailand","THA","70.623","70.832","71.089","71.389","71.728","72.099","72.499","72.916","73.341","73.766","74.184","74.593","74.992","75.378","75.747","76.091","76.403","76.683","76.931","77.15","77.344"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Timor-Leste","TLS","59.002","59.945","60.901","61.888","62.893","63.882","64.803","65.61","66.276","66.796","67.186","67.477","67.72","67.953","68.197","68.459","68.735","69.007","69.26","69.495","69.712"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Togo","TGO","53.491","53.554","53.71","53.938","54.234","54.602","55.052","55.581","56.178","56.818","57.468","58.092","58.661","59.16","59.58","59.927","60.22","60.489","60.76","61.042","61.34"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Tonga","TON","69.667","69.725","69.771","69.803","69.822","69.836","69.852","69.878","69.921","69.982","70.059","70.148","70.242","70.335","70.427","70.517","70.607","70.701","70.801","70.907","71.018"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Trinidad and Tobago","TTO","69.413","69.65","69.903","70.164","70.428","70.691","70.952","71.21","71.464","71.71","71.946","72.17","72.382","72.582","72.768","72.941","73.1","73.245","73.38","73.507","73.628"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Tunisia","TUN","73.172","73.415","73.638","73.842","74.034","74.217","74.391","74.558","74.72","74.88","75.041","75.206","75.376","75.552","75.734","75.922","76.115","76.31","76.505","76.699","76.891"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Turkiye","TUR","70.005","70.56","71.078","71.559","72.004","72.424","72.83","73.235","73.649","74.074","74.507","74.944","75.373","75.784","76.172","76.532","76.86","77.161","77.437","77.691","77.928"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Turkmenistan","TKM","63.613","63.842","64.101","64.386","64.693","65.017","65.354","65.695","66.031","66.355","66.657","66.928","67.167","67.375","67.552","67.704","67.835","67.956","68.073","68.191","68.313"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Turks and Caicos Islands","TCA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Tuvalu","TUV","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Uganda","UGA","46.229","47.22","48.299","49.421","50.554","51.676","52.784","53.887","54.984","56.06","57.099","58.087","59.017","59.881","60.669","61.373","61.986","62.516","62.973","63.368","63.713"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Ukraine","UKR","67.6756097560976","67.8370731707317","68.2756097560976","68.2107317073171","68.1853658536585","67.9568292682927","68.0775609756098","68.2221951219512","68.2514634146342","69.19","70.2653658536586","70.8092682926829","70.9441463414634","71.159512195122","71.1865853658537","71.189512195122","71.4763414634146","71.7809756097561","71.5826829268293","71.8273170731707","71.1851219512195"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","United Arab Emirates","ARE","74.327","74.544","74.758","74.968","75.174","75.376","75.573","75.767","75.957","76.145","76.332","76.521","76.711","76.903","77.095","77.285","77.47","77.647","77.814","77.972","78.12"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","United Kingdom","GBR","77.7414634146342","77.9926829268293","78.1439024390244","78.4463414634146","78.7463414634146","79.0487804878049","79.2487804878049","79.4487804878049","79.6","80.0512195121951","80.4024390243902","80.9512195121951","80.9048780487805","81.0048780487805","81.3048780487805","80.9560975609756","81.1560975609756","81.2560975609756","81.2560975609756","81.2048780487805","80.9024390243903"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","United States","USA","76.6365853658537","76.8365853658537","76.9365853658537","77.0365853658537","77.4878048780488","77.4878048780488","77.6878048780488","77.9878048780488","78.0390243902439","78.390243902439","78.5414634146342","78.6414634146341","78.7414634146342","78.7414634146342","78.8414634146341","78.690243902439","78.5390243902439","78.5390243902439","78.6390243902439","78.7878048780488","77.2804878048781"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Uruguay","URY","74.731","74.939","75.152","75.373","75.599","75.826","76.046","76.251","76.437","76.603","76.75","76.882","77.004","77.124","77.244","77.369","77.498","77.632","77.77","77.911","78.056"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Uzbekistan","UZB","67.156","67.374","67.613","67.868","68.135","68.407","68.676","68.939","69.193","69.435","69.672","69.91","70.155","70.41","70.671","70.928","71.171","71.388","71.573","71.725","71.848"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Vanuatu","VUT","67.363","67.583","67.793","67.99","68.176","68.35","68.515","68.672","68.824","68.974","69.123","69.272","69.421","69.57","69.719","69.869","70.021","70.172","70.323","70.474","70.623"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Venezuela, RB","VEN","72.112","72.294","72.466","72.618","72.746","72.852","72.938","73.01","73.071","73.116","73.134","73.11","73.037","72.918","72.762","72.584","72.405","72.246","72.128","72.064","72.066"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Vietnam","VNM","73.025","73.228","73.438","73.654","73.875","74.092","74.295","74.474","74.625","74.745","74.837","74.904","74.958","75.006","75.056","75.11","75.172","75.241","75.317","75.4","75.493"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Virgin Islands (U.S.)","VIR","76.619512195122","77.6219512195122","77.5219512195122","77.5219512195122","77.7731707317073","77.4219512195122","78.3243902439024","76.8634146341463","77.1634146341463","77.5146341463415","77.8658536585366","78.3170731707317","78.5170731707317","78.7170731707317","78.8682926829268","79.0170731707317","79.1682926829268","79.3682926829268","79.5195121951219","79.6682926829268","79.819512195122"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","West Bank and Gaza","PSE","71.022","71.239","71.447","71.648","71.842","72.028","72.203","72.366","72.517","72.656","72.788","72.915","73.041","73.17","73.303","73.442","73.589","73.74","73.895","74.053","74.213"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Zambia","ZMB","44","44.615","45.4","46.322","47.354","48.496","49.757","51.134","52.606","54.13","55.655","57.126","58.502","59.746","60.831","61.737","62.464","63.043","63.51","63.886","64.194"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Zimbabwe","ZWE","44.649","44.01","43.523","43.195","43.065","43.241","43.853","44.947","46.504","48.449","50.64","52.896","55.032","56.897","58.41","59.534","60.294","60.812","61.195","61.49","61.738"
"Life expectancy at birth, total (years)","SP.DYN.LE00.IN","Africa Eastern and Southern","AFE","51.2761288844047","51.6064582838941","52.0431492826438","52.5858533977139","53.2289134701853","53.96655013393","54.7917066462486","55.6823435005197","56.6097989195142","57.5487718622889","58.4706966763051","59.3535949230704","60.1855610471991","60.9533629561754","61.6473665890637","62.2592883749182","62.7876814850688","63.2462635340566","63.648988039777","64.0052126245997","64.3257022314803"
